category,api,time
system,NtClose,1729696844.669645
system,LdrGetProcedureAddress,1729696844.685645
registry,NtOpenKey,1729696844.700645
registry,NtQueryValueKey,1729696844.716645
system,NtClose,1729696844.747645
registry,NtQueryKey,1729696844.747645
registry,NtQueryKey,1729696844.763645
system,NtClose,1729696844.763645
registry,NtOpenKeyEx,1729696844.778645
registry,NtQueryKey,1729696844.794645
registry,NtOpenKeyEx,1729696844.903645
registry,NtQueryKey,1729696844.935645
registry,NtQueryKey,1729696845.044645
system,NtClose,1729696845.107645
registry,NtOpenKeyEx,1729696845.138645
registry,NtQueryValueKey,1729696845.169645
system,NtClose,1729696845.200645
registry,NtQueryKey,1729696845.200645
registry,NtQueryKey,1729696845.216645
system,NtClose,1729696845.247645
registry,NtOpenKeyEx,1729696845.263645
registry,NtQueryKey,1729696845.278645
registry,NtOpenKeyEx,1729696845.278645
registry,NtQueryKey,1729696845.325645
registry,NtQueryKey,1729696845.341645
system,NtClose,1729696845.341645
registry,NtOpenKeyEx,1729696845.372645
registry,NtQueryValueKey,1729696845.419645
registry,NtQueryValueKey,1729696845.435645
system,NtClose,1729696845.435645
misc,SHGetFolderPathW,1729696846.122645
system,SetErrorMode,1729696846.138645
file,GetFileAttributesW,1729696846.216645
system,SetErrorMode,1729696846.232645
file,NtCreateFile,1729696846.513645
system,GetSystemInfo,1729696846.607645
file,GetFileSizeEx,1729696846.638645
process,NtCreateSection,1729696846.638645
process,NtMapViewOfSection,1729696846.638645
process,NtUnmapViewOfSection,1729696846.685645
system,NtClose,1729696846.685645
system,NtClose,1729696846.685645
registry,NtQueryKey,1729696846.700645
registry,NtOpenKeyEx,1729696846.732645
registry,NtQueryKey,1729696846.747645
registry,NtOpenKeyEx,1729696846.778645
registry,NtQueryKey,1729696846.794645
registry,NtQueryKey,1729696846.825645
system,NtClose,1729696846.841645
registry,NtOpenKeyEx,1729696846.857645
registry,NtQueryKey,1729696846.872645
registry,NtOpenKeyEx,1729696846.903645
registry,NtQueryKey,1729696846.903645
registry,NtQueryKey,1729696846.919645
system,NtClose,1729696846.950645
registry,NtOpenKeyEx,1729696846.966645
registry,NtQueryValueKey,1729696846.966645
registry,NtQueryValueKey,1729696846.997645
system,NtClose,1729696847.013645
misc,SHGetFolderPathW,1729696847.060645
system,SetErrorMode,1729696847.060645
file,GetFileAttributesW,1729696847.216645
system,SetErrorMode,1729696847.232645
system,SetErrorMode,1729696847.232645
file,GetFileAttributesW,1729696847.341645
system,SetErrorMode,1729696847.357645
registry,NtQueryKey,1729696847.388645
registry,NtOpenKeyEx,1729696847.403645
registry,NtQueryValueKey,1729696847.403645
system,NtClose,1729696847.419645
registry,NtQueryKey,1729696847.450645
registry,NtOpenKeyEx,1729696847.450645
registry,NtQueryValueKey,1729696847.466645
system,NtClose,1729696847.482645
registry,NtQueryKey,1729696847.513645
registry,NtQueryKey,1729696847.513645
system,NtClose,1729696847.591645
registry,NtOpenKeyEx,1729696847.622645
registry,NtQueryKey,1729696847.622645
registry,NtOpenKeyEx,1729696847.638645
ui,GetForegroundWindow,1729696847.653645
registry,NtQueryKey,1729696847.669645
registry,NtOpenKeyEx,1729696847.685645
registry,NtQueryValueKey,1729696847.700645
system,NtClose,1729696847.716645
registry,NtQueryKey,1729696847.778645
registry,NtOpenKeyEx,1729696847.794645
registry,NtQueryValueKey,1729696847.794645
system,NtClose,1729696847.810645
registry,NtQueryKey,1729696847.825645
registry,NtOpenKeyEx,1729696847.841645
registry,NtQueryValueKey,1729696847.857645
system,NtClose,1729696847.872645
registry,NtQueryKey,1729696847.888645
registry,NtOpenKeyEx,1729696847.903645
registry,NtQueryValueKey,1729696847.919645
system,NtClose,1729696847.935645
registry,NtQueryKey,1729696847.950645
registry,NtOpenKeyEx,1729696847.950645
registry,NtQueryKey,1729696848.028645
registry,NtOpenKeyEx,1729696848.060645
registry,NtQueryKey,1729696848.216645
registry,NtQueryKey,1729696848.232645
system,NtClose,1729696848.263645
registry,NtOpenKeyEx,1729696848.278645
registry,NtQueryValueKey,1729696848.325645
registry,NtQueryKey,1729696848.341645
registry,NtQueryKey,1729696848.357645
system,NtClose,1729696848.357645
registry,NtOpenKeyEx,1729696848.388645
registry,NtQueryValueKey,1729696848.388645
file,GetVolumeNameForVolumeMountPointW,1729696848.466645
process,NtAllocateVirtualMemory,1729696848.466645
registry,NtQueryKey,1729696848.497645
registry,NtOpenKeyEx,1729696848.497645
registry,NtQueryKey,1729696848.528645
registry,NtOpenKeyEx,1729696848.607645
system,NtClose,1729696848.607645
registry,NtQueryValueKey,1729696848.622645
registry,NtQueryValueKey,1729696848.638645
system,NtClose,1729696848.653645
registry,NtQueryKey,1729696848.669645
registry,NtOpenKeyEx,1729696848.685645
registry,NtQueryKey,1729696848.700645
registry,NtOpenKeyEx,1729696848.716645
system,NtClose,1729696848.763645
registry,NtQueryValueKey,1729696848.778645
system,NtClose,1729696848.778645
system,NtClose,1729696848.794645
registry,NtQueryKey,1729696848.810645
registry,NtOpenKeyEx,1729696848.825645
registry,NtQueryKey,1729696848.841645
registry,NtOpenKeyEx,1729696848.841645
system,NtClose,1729696848.841645
registry,NtQueryValueKey,1729696848.872645
system,NtClose,1729696848.888645
file,NtCreateFile,1729696848.966645
system,GetSystemInfo,1729696849.216645
synchronisation,GetSystemTimeAsFileTime,1729696849.263645
file,GetFileSizeEx,1729696849.294645
file,GetSystemWindowsDirectoryW,1729696849.419645
process,NtCreateSection,1729696849.435645
process,NtMapViewOfSection,1729696849.466645
process,NtUnmapViewOfSection,1729696849.482645
system,NtClose,1729696849.482645
system,NtClose,1729696849.482645
synchronisation,GetSystemTimeAsFileTime,1729696849.622645
file,GetSystemWindowsDirectoryW,1729696849.638645
synchronisation,GetSystemTimeAsFileTime,1729696849.903645
file,GetSystemWindowsDirectoryW,1729696849.935645
ui,LoadStringW,1729696849.966645
file,GetSystemWindowsDirectoryW,1729696849.982645
file,GetSystemDirectoryW,1729696849.982645
registry,NtQueryKey,1729696850.028645
registry,NtOpenKeyEx,1729696850.044645
system,LdrLoadDll,1729696850.044645
system,LdrGetProcedureAddress,1729696850.060645
registry,NtQueryValueKey,1729696850.091645
system,NtClose,1729696850.107645
registry,NtQueryKey,1729696850.122645
registry,NtOpenKeyEx,1729696850.122645
registry,NtQueryValueKey,1729696850.153645
system,NtClose,1729696850.153645
synchronisation,NtCreateMutant,1729696850.169645
synchronisation,NtCreateMutant,1729696850.185645
system,GetNativeSystemInfo,1729696850.200645
file,GetSystemWindowsDirectoryW,1729696850.200645
file,GetSystemWindowsDirectoryW,1729696850.200645
system,NtClose,1729696850.200645
system,LdrLoadDll,1729696850.247645
system,LdrGetProcedureAddress,1729696850.294645
system,NtDuplicateObject,1729696850.310645
system,LdrGetProcedureAddress,1729696850.653645
system,NtDuplicateObject,1729696850.872645
file,GetVolumeNameForVolumeMountPointW,1729696850.903645
system,NtClose,1729696850.997645
system,NtClose,1729696850.997645
process,NtAllocateVirtualMemory,1729696851.013645
registry,NtQueryKey,1729696851.013645
registry,NtOpenKeyEx,1729696851.028645
registry,NtQueryKey,1729696851.060645
registry,NtOpenKeyEx,1729696851.060645
system,NtClose,1729696851.075645
registry,NtQueryValueKey,1729696851.091645
process,NtAllocateVirtualMemory,1729696851.107645
registry,NtQueryValueKey,1729696851.122645
system,NtClose,1729696851.153645
registry,NtQueryKey,1729696851.153645
registry,NtOpenKeyEx,1729696851.153645
registry,NtQueryKey,1729696851.153645
registry,NtOpenKeyEx,1729696851.153645
system,NtClose,1729696851.153645
registry,NtQueryValueKey,1729696851.153645
system,NtClose,1729696851.153645
system,NtDuplicateObject,1729696851.153645
file,GetVolumeNameForVolumeMountPointW,1729696851.153645
system,NtClose,1729696851.169645
registry,NtQueryKey,1729696851.169645
registry,NtOpenKeyEx,1729696851.169645
registry,NtQueryKey,1729696851.169645
registry,NtOpenKeyEx,1729696851.169645
system,NtClose,1729696851.169645
registry,NtQueryValueKey,1729696851.169645
registry,NtQueryValueKey,1729696851.185645
system,NtClose,1729696851.200645
registry,NtQueryKey,1729696851.216645
registry,NtOpenKeyEx,1729696851.216645
registry,NtQueryKey,1729696851.232645
registry,NtOpenKeyEx,1729696851.232645
system,NtClose,1729696851.247645
registry,NtQueryValueKey,1729696851.263645
system,NtClose,1729696851.278645
system,NtDuplicateObject,1729696851.278645
system,NtClose,1729696851.294645
file,GetVolumeNameForVolumeMountPointW,1729696851.310645
system,NtClose,1729696851.325645
registry,NtQueryKey,1729696851.341645
registry,NtOpenKeyEx,1729696851.372645
registry,NtQueryKey,1729696851.388645
registry,NtOpenKeyEx,1729696851.419645
system,NtClose,1729696851.419645
registry,NtQueryValueKey,1729696851.435645
registry,NtQueryValueKey,1729696851.435645
system,NtClose,1729696851.450645
registry,NtQueryKey,1729696851.466645
registry,NtOpenKeyEx,1729696851.482645
registry,NtQueryKey,1729696851.513645
registry,NtOpenKeyEx,1729696851.513645
system,NtClose,1729696851.528645
registry,NtQueryValueKey,1729696851.544645
system,NtClose,1729696851.560645
file,GetVolumePathNamesForVolumeNameW,1729696851.575645
file,GetVolumePathNamesForVolumeNameW,1729696851.591645
system,NtClose,1729696851.607645
file,GetVolumePathNamesForVolumeNameW,1729696851.622645
file,GetVolumePathNamesForVolumeNameW,1729696851.638645
system,NtClose,1729696851.638645
file,GetVolumePathNamesForVolumeNameW,1729696851.638645
file,GetVolumePathNamesForVolumeNameW,1729696851.653645
file,GetVolumePathNamesForVolumeNameW,1729696851.669645
file,GetVolumePathNamesForVolumeNameW,1729696851.685645
system,NtClose,1729696851.685645
system,LdrGetProcedureAddress,1729696851.685645
system,LdrUnloadDll,1729696851.685645
system,NtClose,1729696851.716645
process,CreateProcessInternalW,1729696852.169645
registry,NtOpenKey,1729696852.169645
registry,NtQueryValueKey,1729696852.185645
system,NtClose,1729696852.185645
registry,NtOpenKey,1729696852.185645
registry,NtQueryValueKey,1729696852.200645
system,NtClose,1729696852.200645
registry,NtOpenKey,1729696852.200645
registry,NtQueryValueKey,1729696852.200645
system,NtClose,1729696852.200645
registry,NtQueryKey,1729696852.216645
registry,NtOpenKeyEx,1729696852.216645
registry,NtQueryKey,1729696852.232645
registry,NtOpenKeyEx,1729696852.247645
system,LdrLoadDll,1729696852.278645
system,LdrGetProcedureAddress,1729696852.325645
file,NtOpenFile,1729696852.419645
file,NtReadFile,1729696852.450645
process,NtAllocateVirtualMemory,1729696852.466645
file,NtReadFile,1729696852.482645
file,NtReadFile,1729696852.497645
file,NtReadFile,1729696852.528645
file,NtReadFile,1729696852.560645
process,NtAllocateVirtualMemory,1729696852.560645
file,NtReadFile,1729696852.575645
file,NtReadFile,1729696852.591645
system,NtClose,1729696852.591645
system,LdrUnloadDll,1729696852.607645
registry,NtQueryKey,1729696852.607645
registry,NtOpenKeyEx,1729696852.622645
registry,NtQueryValueKey,1729696852.622645
system,NtClose,1729696852.622645
system,NtDuplicateObject,1729696853.607645
system,NtClose,1729696853.607645
process,NtResumeThread,1729696855.075645
system,NtDuplicateObject,1729696855.075645
system,NtClose,1729696855.075645
system,NtClose,1729696855.075645
system,NtClose,1729696855.091645
process,NtFreeVirtualMemory,1729696855.091645
process,NtFreeVirtualMemory,1729696855.091645
system,LdrGetDllHandle,1729696855.091645
system,LdrGetProcedureAddress,1729696855.107645
system,LdrGetProcedureAddress,1729696855.107645
system,NtClose,1729696855.107645
system,NtClose,1729696855.107645
system,NtClose,1729696855.122645
system,NtClose,1729696855.122645
system,NtClose,1729696855.122645
system,LdrGetProcedureAddress,1729696855.122645
process,ShellExecuteExW,1729696855.169645
ole,CoUninitialize,1729696855.778645
system,LdrUnloadDll,1729696855.778645
system,NtClose,1729696855.778645
system,NtClose,1729696855.778645
system,NtClose,1729696855.794645
system,NtClose,1729696855.794645
synchronisation,GetSystemTimeAsFileTime,1729697285.479626
exception,SetUnhandledExceptionFilter,1729697285.479626
system,SetErrorMode,1729697285.494626
file,GetFileAttributesW,1729697285.510626
misc,CreateActCtxW,1729697285.510626
misc,CreateActCtxW,1729697285.541626
system,NtClose,1729697285.541626
synchronisation,GetSystemTimeAsFileTime,1729697285.557626
system,LdrLoadDll,1729697285.557626
system,LdrGetProcedureAddress,1729697285.557626
resource,FindResourceExW,1729697285.557626
resource,LoadResource,1729697285.557626
resource,FindResourceExW,1729697285.557626
resource,LoadResource,1729697285.572626
system,LdrGetDllHandle,1729697285.572626
resource,FindResourceExW,1729697285.572626
resource,LoadResource,1729697285.588626
resource,FindResourceExW,1729697285.588626
resource,LoadResource,1729697285.588626
synchronisation,GetSystemTimeAsFileTime,1729697285.588626
process,NtAllocateVirtualMemory,1729697285.604626
process,NtFreeVirtualMemory,1729697285.604626
process,NtAllocateVirtualMemory,1729697285.604626
system,LdrLoadDll,1729697285.604626
system,LdrGetProcedureAddress,1729697285.604626
system,IsDebuggerPresent,1729697285.604626
misc,GetSystemMetrics,1729697285.619626
process,NtMapViewOfSection,1729697285.619626
system,LdrGetDllHandle,1729697285.635626
system,LdrGetProcedureAddress,1729697285.650626
process,NtAllocateVirtualMemory,1729697285.666626
process,NtAllocateVirtualMemory,1729697285.666626
process,NtAllocateVirtualMemory,1729697285.666626
misc,GetSystemMetrics,1729697285.666626
misc,GetSystemMetrics,1729697285.666626
system,NtClose,1729697285.682626
system,NtClose,1729697285.682626
registry,NtOpenKey,1729697285.713626
registry,NtQueryValueKey,1729697285.729626
system,NtClose,1729697285.729626
registry,NtOpenKey,1729697285.729626
registry,NtQueryValueKey,1729697285.744626
system,NtClose,1729697285.744626
system,NtClose,1729697285.760626
misc,GetSystemMetrics,1729697285.760626
misc,GetSystemMetrics,1729697285.760626
misc,GetSystemMetrics,1729697285.760626
process,NtAllocateVirtualMemory,1729697285.760626
synchronisation,GetSystemTimeAsFileTime,1729697285.760626
system,LdrLoadDll,1729697285.775626
system,LdrGetProcedureAddress,1729697285.775626
synchronisation,GetSystemTimeAsFileTime,1729697285.822626
registry,NtQueryKey,1729697285.822626
registry,NtOpenKeyEx,1729697285.854626
registry,NtQueryValueKey,1729697285.854626
registry,RegCloseKey,1729697285.869626
registry,NtQueryKey,1729697285.885626
registry,NtOpenKeyEx,1729697285.885626
registry,NtQueryValueKey,1729697285.885626
registry,RegCloseKey,1729697285.885626
system,GetSystemInfo,1729697285.916626
system,LdrGetDllHandle,1729697285.916626
system,LdrGetProcedureAddress,1729697285.932626
registry,NtQueryKey,1729697285.932626
registry,NtOpenKeyEx,1729697285.947626
file,NtOpenDirectoryObject,1729697285.947626
system,LdrLoadDll,1729697285.947626
system,LdrGetProcedureAddress,1729697285.947626
ole,CoInitializeEx,1729697286.057626
process,NtOpenSection,1729697286.088626
process,NtMapViewOfSection,1729697286.088626
registry,NtQueryKey,1729697286.088626
registry,NtOpenKeyEx,1729697286.088626
registry,NtQueryValueKey,1729697286.104626
registry,RegCloseKey,1729697286.104626
system,NtClose,1729697286.104626
registry,NtOpenKey,1729697286.104626
registry,NtQueryKey,1729697286.119626
registry,NtOpenKeyEx,1729697286.119626
registry,NtQueryValueKey,1729697286.166626
registry,RegCloseKey,1729697286.166626
misc,CreateActCtxW,1729697286.197626
synchronisation,GetSystemTimeAsFileTime,1729697286.275626
file,GetSystemWindowsDirectoryW,1729697286.275626
misc,CreateActCtxW,1729697286.291626
system,LdrGetDllHandle,1729697286.307626
system,LdrGetProcedureAddress,1729697286.307626
system,LdrLoadDll,1729697286.307626
system,LdrLoadDll,1729697286.322626
system,LdrGetProcedureAddress,1729697286.322626
resource,FindResourceExW,1729697286.338626
resource,LoadResource,1729697286.338626
process,NtAllocateVirtualMemory,1729697286.432626
process,NtFreeVirtualMemory,1729697286.432626
process,NtAllocateVirtualMemory,1729697286.432626
process,NtAllocateVirtualMemory,1729697286.447626
process,NtAllocateVirtualMemory,1729697286.447626
registry,NtOpenKey,1729697286.447626
registry,NtOpenKey,1729697286.447626
registry,NtOpenKey,1729697286.447626
registry,NtQueryValueKey,1729697286.463626
registry,NtQueryValueKey,1729697286.463626
resource,FindResourceExW,1729697286.463626
resource,LoadResource,1729697286.479626
system,LdrLoadDll,1729697286.494626
system,LdrGetProcedureAddress,1729697286.494626
misc,GetSystemMetrics,1729697286.494626
misc,GetSystemMetrics,1729697286.494626
resource,FindResourceExW,1729697286.510626
resource,LoadResource,1729697286.525626
resource,FindResourceExW,1729697286.541626
resource,LoadResource,1729697286.541626
misc,GetSystemMetrics,1729697286.541626
misc,GetSystemMetrics,1729697286.557626
resource,FindResourceExW,1729697286.557626
resource,LoadResource,1729697286.557626
resource,FindResourceExW,1729697286.572626
resource,LoadResource,1729697286.572626
system,LdrLoadDll,1729697286.588626
system,LdrGetProcedureAddress,1729697286.588626
registry,NtQueryValueKey,1729697286.604626
system,LdrLoadDll,1729697286.604626
system,LdrGetProcedureAddress,1729697286.604626
system,LdrGetProcedureAddress,1729697286.604626
file,NtCreateFile,1729697286.604626
process,NtCreateSection,1729697286.619626
process,NtMapViewOfSection,1729697286.619626
system,NtClose,1729697286.619626
system,NtClose,1729697286.635626
system,LdrGetProcedureAddress,1729697286.635626
process,NtAllocateVirtualMemory,1729697286.635626
system,LdrGetProcedureAddress,1729697286.650626
system,LdrGetProcedureAddress,1729697286.650626
system,NtClose,1729697286.666626
registry,NtOpenKey,1729697286.666626
misc,GetSystemMetrics,1729697286.666626
system,NtClose,1729697286.666626
registry,NtQueryKey,1729697286.666626
registry,NtOpenKeyEx,1729697286.666626
registry,NtQueryValueKey,1729697286.682626
registry,RegCloseKey,1729697286.682626
system,NtClose,1729697286.682626
registry,NtQueryKey,1729697286.682626
registry,NtOpenKeyEx,1729697286.682626
registry,NtQueryValueKey,1729697286.682626
registry,NtQueryValueKey,1729697286.697626
registry,NtQueryValueKey,1729697286.713626
registry,RegCloseKey,1729697286.713626
registry,RegCloseKey,1729697286.713626
registry,NtQueryKey,1729697286.713626
registry,NtOpenKeyEx,1729697286.713626
registry,NtQueryValueKey,1729697286.729626
registry,RegCloseKey,1729697286.729626
registry,NtQueryKey,1729697286.744626
registry,NtOpenKeyEx,1729697286.760626
registry,NtQueryValueKey,1729697286.760626
registry,RegCloseKey,1729697286.760626
system,LdrLoadDll,1729697286.760626
system,LdrGetProcedureAddress,1729697286.775626
system,GetKeyState,1729697286.775626
system,GetKeyState,1729697286.775626
misc,GetSystemMetrics,1729697286.775626
misc,GetSystemMetrics,1729697286.775626
misc,GetSystemMetrics,1729697286.791626
misc,GetSystemMetrics,1729697286.791626
misc,GetSystemMetrics,1729697286.791626
system,LdrGetProcedureAddress,1729697286.791626
misc,GetSystemMetrics,1729697286.791626
system,GetKeyState,1729697286.791626
system,GetKeyState,1729697286.791626
system,GetKeyState,1729697286.807626
system,GetKeyState,1729697286.807626
misc,GetSystemMetrics,1729697286.807626
misc,GetSystemMetrics,1729697286.807626
system,GetKeyState,1729697286.822626
misc,GetSystemMetrics,1729697286.822626
misc,GetSystemMetrics,1729697286.822626
system,GetKeyState,1729697286.822626
system,GetKeyState,1729697286.822626
system,GetKeyState,1729697286.822626
system,GetKeyState,1729697286.838626
registry,NtQueryKey,1729697286.854626
registry,NtOpenKeyEx,1729697286.869626
registry,NtQueryValueKey,1729697286.885626
registry,RegCloseKey,1729697286.885626
misc,GetSystemMetrics,1729697286.885626
process,NtAllocateVirtualMemory,1729697286.900626
process,NtAllocateVirtualMemory,1729697286.900626
system,LdrGetProcedureAddress,1729697286.900626
system,LdrGetProcedureAddress,1729697286.900626
misc,GetSystemMetrics,1729697286.900626
misc,GetSystemMetrics,1729697286.900626
system,LdrLoadDll,1729697286.900626
system,LdrGetProcedureAddress,1729697286.916626
misc,GetSystemMetrics,1729697286.932626
misc,GetSystemMetrics,1729697286.932626
misc,GetSystemMetrics,1729697286.932626
misc,GetSystemMetrics,1729697286.932626
misc,GetSystemMetrics,1729697286.947626
misc,GetSystemMetrics,1729697286.963626
misc,GetSystemMetrics,1729697286.963626
misc,GetSystemMetrics,1729697286.963626
misc,GetSystemMetrics,1729697286.963626
misc,GetSystemMetrics,1729697287.025626
misc,GetSystemMetrics,1729697287.025626
system,LdrGetProcedureAddress,1729697287.057626
system,GetKeyState,1729697287.057626
system,LdrGetProcedureAddress,1729697287.057626
ui,DrawTextExW,1729697287.635626
misc,GetSystemMetrics,1729697287.650626
registry,NtQueryKey,1729697287.650626
registry,NtOpenKeyEx,1729697287.650626
registry,NtQueryValueKey,1729697287.650626
registry,RegCloseKey,1729697287.650626
misc,GetSystemMetrics,1729697287.666626
misc,GetSystemMetrics,1729697287.666626
system,GetKeyState,1729697287.666626
misc,GetSystemMetrics,1729697287.666626
system,GetKeyState,1729697287.682626
misc,GetSystemMetrics,1729697287.682626
misc,GetSystemMetrics,1729697287.682626
misc,GetSystemMetrics,1729697287.682626
system,GetKeyState,1729697287.682626
misc,GetSystemMetrics,1729697287.682626
system,GetKeyState,1729697287.682626
misc,GetSystemMetrics,1729697287.682626
misc,GetSystemMetrics,1729697287.697626
misc,GetSystemMetrics,1729697287.697626
misc,GetSystemMetrics,1729697287.697626
misc,GetSystemMetrics,1729697287.697626
misc,GetSystemMetrics,1729697287.697626
misc,GetSystemMetrics,1729697287.713626
system,GetKeyState,1729697287.713626
misc,GetSystemMetrics,1729697287.713626
system,GetKeyState,1729697287.713626
misc,GetSystemMetrics,1729697287.729626
system,LdrLoadDll,1729697287.729626
system,LdrGetProcedureAddress,1729697287.729626
misc,GetSystemMetrics,1729697287.744626
misc,GetSystemMetrics,1729697287.760626
misc,GetSystemMetrics,1729697287.760626
misc,GetSystemMetrics,1729697287.760626
system,LdrGetProcedureAddress,1729697287.760626
misc,GetSystemMetrics,1729697287.760626
misc,GetSystemMetrics,1729697287.760626
misc,GetSystemMetrics,1729697287.760626
misc,GetSystemMetrics,1729697287.760626
registry,NtQueryKey,1729697287.791626
registry,NtOpenKeyEx,1729697287.791626
registry,NtQueryValueKey,1729697287.807626
registry,RegCloseKey,1729697287.807626
registry,NtQueryKey,1729697287.807626
registry,NtOpenKeyEx,1729697287.807626
registry,NtQueryValueKey,1729697287.807626
registry,RegCloseKey,1729697287.822626
registry,NtQueryKey,1729697287.822626
registry,NtOpenKeyEx,1729697287.822626
registry,NtQueryValueKey,1729697287.838626
registry,RegCloseKey,1729697287.838626
misc,GetSystemMetrics,1729697287.854626
process,NtAllocateVirtualMemory,1729697287.854626
misc,GetSystemMetrics,1729697287.854626
misc,GetSystemMetrics,1729697287.854626
misc,GetSystemMetrics,1729697287.854626
misc,GetSystemMetrics,1729697287.869626
misc,GetSystemMetrics,1729697287.885626
misc,GetSystemMetrics,1729697287.885626
misc,GetSystemMetrics,1729697287.885626
misc,GetSystemMetrics,1729697287.885626
misc,GetSystemMetrics,1729697287.900626
misc,GetSystemMetrics,1729697287.900626
misc,GetSystemMetrics,1729697287.916626
misc,GetSystemMetrics,1729697287.916626
misc,GetSystemMetrics,1729697287.932626
registry,NtQueryKey,1729697287.932626
registry,NtOpenKeyEx,1729697287.947626
registry,NtQueryValueKey,1729697287.947626
registry,RegCloseKey,1729697287.963626
system,GetKeyState,1729697287.963626
ui,DrawTextExW,1729697288.260626
misc,GetSystemMetrics,1729697288.260626
registry,NtQueryKey,1729697288.260626
registry,NtOpenKeyEx,1729697288.275626
registry,NtQueryValueKey,1729697288.275626
registry,RegCloseKey,1729697288.275626
misc,GetSystemMetrics,1729697288.291626
misc,GetSystemMetrics,1729697288.291626
system,GetKeyState,1729697288.291626
misc,GetSystemMetrics,1729697288.291626
system,GetKeyState,1729697288.291626
misc,GetSystemMetrics,1729697288.291626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
system,GetKeyState,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
system,GetKeyState,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
system,GetKeyState,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
misc,GetSystemMetrics,1729697288.307626
system,GetKeyState,1729697288.307626
registry,RegOpenKeyExW,1729697288.322626
registry,RegOpenKeyExW,1729697288.322626
registry,RegCloseKey,1729697288.322626
system,LdrGetProcedureAddress,1729697288.338626
ui,LoadStringW,1729697288.369626
ui,LoadStringW,1729697288.369626
misc,GetSystemMetrics,1729697288.385626
misc,GetSystemMetrics,1729697288.385626
misc,GetSystemMetrics,1729697288.385626
misc,GetSystemMetrics,1729697288.385626
misc,GetSystemMetrics,1729697288.385626
misc,GetSystemMetrics,1729697288.385626
misc,GetSystemMetrics,1729697288.400626
misc,GetSystemMetrics,1729697288.400626
misc,GetSystemMetrics,1729697288.400626
misc,GetSystemMetrics,1729697288.400626
misc,GetSystemMetrics,1729697288.400626
system,LdrGetProcedureAddress,1729697288.416626
process,NtAllocateVirtualMemory,1729697288.416626
system,LdrLoadDll,1729697288.416626
system,LdrGetProcedureAddress,1729697288.416626
system,LdrGetProcedureAddress,1729697288.416626
system,LdrGetProcedureAddress,1729697288.416626
registry,NtQueryKey,1729697288.432626
registry,NtOpenKeyEx,1729697288.447626
registry,NtQueryValueKey,1729697288.447626
registry,RegCloseKey,1729697288.447626
registry,NtQueryKey,1729697288.447626
registry,NtOpenKeyEx,1729697288.447626
registry,NtQueryValueKey,1729697288.463626
registry,RegCloseKey,1729697288.479626
registry,NtQueryKey,1729697288.494626
registry,NtOpenKeyEx,1729697288.525626
registry,NtQueryValueKey,1729697288.525626
registry,RegCloseKey,1729697288.541626
registry,NtQueryKey,1729697288.557626
registry,NtOpenKeyEx,1729697288.572626
registry,NtQueryValueKey,1729697288.572626
registry,RegCloseKey,1729697288.588626
registry,NtQueryKey,1729697288.604626
registry,NtOpenKeyEx,1729697288.619626
registry,NtQueryValueKey,1729697288.619626
registry,RegCloseKey,1729697288.635626
registry,NtQueryKey,1729697288.635626
registry,NtOpenKeyEx,1729697288.635626
registry,NtQueryValueKey,1729697288.650626
registry,RegCloseKey,1729697288.666626
registry,NtQueryKey,1729697288.697626
registry,NtOpenKeyEx,1729697288.697626
registry,NtQueryValueKey,1729697288.713626
registry,RegCloseKey,1729697288.729626
registry,NtQueryKey,1729697288.744626
registry,NtOpenKeyEx,1729697288.744626
registry,NtQueryValueKey,1729697288.760626
registry,RegCloseKey,1729697288.775626
registry,NtQueryKey,1729697288.791626
registry,NtOpenKeyEx,1729697288.807626
registry,NtQueryValueKey,1729697288.807626
registry,RegCloseKey,1729697288.838626
registry,NtQueryKey,1729697288.838626
registry,NtOpenKeyEx,1729697288.838626
registry,NtQueryValueKey,1729697288.854626
registry,RegCloseKey,1729697288.854626
registry,NtQueryKey,1729697288.869626
registry,NtOpenKeyEx,1729697288.885626
system,LdrGetProcedureAddress,1729697288.900626
system,LdrGetProcedureAddress,1729697288.916626
synchronisation,GetSystemTimeAsFileTime,1729697288.963626
file,GetSystemDirectoryW,1729697288.963626
registry,NtQueryKey,1729697288.979626
registry,NtOpenKeyEx,1729697288.994626
registry,NtQueryKey,1729697289.010626
registry,NtOpenKeyEx,1729697289.010626
system,LdrLoadDll,1729697289.025626
system,LdrGetProcedureAddress,1729697289.025626
system,LdrGetProcedureAddress,1729697289.041626
system,LdrGetProcedureAddress,1729697289.041626
registry,NtQueryKey,1729697289.041626
registry,NtOpenKeyEx,1729697289.041626
registry,NtQueryValueKey,1729697289.041626
registry,RegCloseKey,1729697289.041626
registry,NtQueryKey,1729697289.041626
registry,NtOpenKeyEx,1729697289.072626
registry,NtQueryValueKey,1729697289.088626
